dataset,method,signature_id,T_total,T_train,T_val,T_test,param,seed,test_n_alerts,test_has_alert,test_detected,test_precision,test_recall,test_f1,test_far,test_storage_reduc,test_tp_iv,test_fp_iv,test_tp_al,test_fn_al,test_mean_delay,test_n_on
mozilla-beta,"Transformer(w=10,d=32)",4169772,1157,694,231,232,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.081897,0.8664,0,19,0,0,,31
mozilla-beta,"Transformer(w=10,d=32)",4169774,1157,694,231,232,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.077586,0.8578,0,18,0,0,,33
mozilla-beta,"Transformer(w=10,d=32)",4167843,1148,689,230,229,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.069869,0.5939,0,16,0,0,,93
mozilla-beta,"Transformer(w=10,d=32)",4167847,1148,689,230,229,"w=10,d=32",456.0,2,True,True,0.1667,1.0,0.2857,0.065502,0.4891,3,15,2,0,-5.0,117
mozilla-beta,"Transformer(w=10,d=32)",4167849,1148,689,230,229,"w=10,d=32",456.0,1,True,True,0.0909,1.0,0.1667,0.087336,0.4279,2,20,1,0,-5.0,131
mozilla-beta,"Transformer(w=10,d=32)",4167990,1148,689,230,229,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.104803,0.7773,0,24,0,0,,51
mozilla-beta,"Transformer(w=10,d=32)",4167991,1148,689,230,229,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.091703,0.7118,0,21,0,0,,66
mozilla-beta,"Transformer(w=10,d=32)",4167993,1148,689,230,229,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.087336,0.7598,0,20,0,0,,55
mozilla-beta,"Transformer(w=10,d=32)",4167995,1148,689,230,229,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.09607,0.6419,0,22,0,0,,82
mozilla-beta,"Transformer(w=10,d=32)",4167996,1148,689,230,229,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.117904,0.7598,0,27,0,0,,55
mozilla-beta,"Transformer(w=10,d=32)",4167998,1148,689,230,229,"w=10,d=32",456.0,1,True,True,0.1579,1.0,0.2727,0.069869,0.4891,3,16,1,0,-4.0,117
mozilla-beta,"Transformer(w=10,d=32)",4167999,1148,689,230,229,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.091703,0.345,0,21,0,0,,150
mozilla-beta,"Transformer(w=10,d=32)",4168001,1148,689,230,229,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.117904,0.7118,0,27,0,0,,66
mozilla-beta,"Transformer(w=10,d=32)",3748528,1135,681,227,227,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.008811,0.0529,0,2,0,0,,215
mozilla-beta,"Transformer(w=10,d=32)",1485517,1121,673,224,224,"w=10,d=32",456.0,1,True,True,1.0,1.0,1.0,0.0,0.0,1,0,1,0,-40.0,224
mozilla-beta,"Transformer(w=10,d=32)",4167772,1120,672,224,224,"w=10,d=32",456.0,1,True,True,0.1333,1.0,0.2353,0.058036,0.8125,2,13,1,0,-9.0,42
mozilla-beta,"Transformer(w=10,d=32)",4168022,1120,672,224,224,"w=10,d=32",456.0,1,True,True,0.0833,1.0,0.1538,0.098214,0.7679,2,22,1,0,-3.0,52
mozilla-beta,"Transformer(w=10,d=32)",4168023,1120,672,224,224,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.116071,0.7009,0,26,0,0,,67
mozilla-beta,"Transformer(w=10,d=32)",4168024,1120,672,224,224,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.107143,0.8259,0,24,0,0,,39
mozilla-beta,"Transformer(w=10,d=32)",4168025,1120,672,224,224,"w=10,d=32",456.0,1,True,True,0.08,1.0,0.1481,0.102679,0.6295,2,23,1,0,-3.0,83
mozilla-beta,"Transformer(w=10,d=32)",4168028,1120,672,224,224,"w=10,d=32",456.0,1,True,True,0.0625,1.0,0.1176,0.066964,0.4018,1,15,1,0,-11.0,134
mozilla-beta,"Transformer(w=10,d=32)",4168029,1120,672,224,224,"w=10,d=32",456.0,1,True,True,0.0769,1.0,0.1429,0.053571,0.3839,1,12,1,0,-16.0,138
mozilla-beta,"Transformer(w=10,d=32)",4168031,1120,672,224,224,"w=10,d=32",456.0,1,True,True,0.0667,1.0,0.125,0.0625,0.4062,1,14,1,0,-11.0,133
mozilla-beta,"Transformer(w=10,d=32)",4168033,1120,672,224,224,"w=10,d=32",456.0,1,True,True,0.0625,1.0,0.1176,0.066964,0.4062,1,15,1,0,-11.0,133
mozilla-beta,"Transformer(w=10,d=32)",4169223,1099,659,220,220,"w=10,d=32",456.0,1,True,False,0.0,0.0,0.0,0.068182,0.8682,0,15,0,1,,29
mozilla-beta,"Transformer(w=10,d=32)",4169225,1099,659,220,220,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.059091,0.9,0,13,0,0,,22
mozilla-beta,"Transformer(w=10,d=32)",4169229,1099,659,220,220,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.077273,0.8409,0,17,0,0,,35
mozilla-beta,"Transformer(w=10,d=32)",4169605,1099,659,220,220,"w=10,d=32",456.0,1,True,True,0.0526,1.0,0.1,0.081818,0.8818,1,18,1,0,0.0,26
mozilla-beta,"Transformer(w=10,d=32)",4169606,1099,659,220,220,"w=10,d=32",456.0,1,True,True,0.1176,1.0,0.2105,0.068182,0.8909,2,15,1,0,0.0,24
mozilla-beta,"Transformer(w=10,d=32)",4169607,1099,659,220,220,"w=10,d=32",456.0,1,True,True,0.0667,1.0,0.125,0.063636,0.9091,1,14,1,0,5.0,20
mozilla-beta,"Transformer(w=10,d=32)",4169608,1099,659,220,220,"w=10,d=32",456.0,1,True,True,0.0667,1.0,0.125,0.063636,0.8909,1,14,1,0,1.0,24
mozilla-beta,"Transformer(w=10,d=32)",4169610,1099,659,220,220,"w=10,d=32",456.0,1,True,True,0.0625,1.0,0.1176,0.068182,0.8909,1,15,1,0,0.0,24
mozilla-beta,"Transformer(w=10,d=32)",1702217,1078,647,216,215,"w=10,d=32",456.0,1,True,True,0.3333,1.0,0.5,0.009302,0.2884,1,2,1,0,-5.0,153
mozilla-beta,"Transformer(w=10,d=32)",1533097,1077,646,215,216,"w=10,d=32",456.0,4,True,True,1.0,1.0,1.0,0.0,0.0,1,0,4,0,-99.5,216
mozilla-beta,"Transformer(w=10,d=32)",2954644,1063,638,213,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.009434,0.1509,0,2,0,0,,180
mozilla-beta,"Transformer(w=10,d=32)",2954645,1063,638,213,212,"w=10,d=32",456.0,3,True,True,0.75,1.0,0.8571,0.004717,0.2123,3,1,3,0,-35.33,167
mozilla-beta,"Transformer(w=10,d=32)",4168063,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.056604,0.9387,0,12,0,0,,13
mozilla-beta,"Transformer(w=10,d=32)",4168065,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.070755,0.6415,0,15,0,0,,76
mozilla-beta,"Transformer(w=10,d=32)",4168067,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.014151,0.033,0,3,0,0,,205
mozilla-beta,"Transformer(w=10,d=32)",4168069,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.004717,0.066,0,1,0,0,,198
mozilla-beta,"Transformer(w=10,d=32)",4169004,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.004717,0.0,0,1,0,0,,212
mozilla-beta,"Transformer(w=10,d=32)",4169005,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.04717,0.9481,0,10,0,0,,11
mozilla-beta,"Transformer(w=10,d=32)",4169006,1059,635,212,212,"w=10,d=32",456.0,1,True,True,0.0833,1.0,0.1538,0.051887,0.8915,1,11,1,0,-1.0,23
mozilla-beta,"Transformer(w=10,d=32)",4169007,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.099057,0.4434,0,21,0,0,,118
mozilla-beta,"Transformer(w=10,d=32)",4169009,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.004717,0.0,0,1,0,0,,212
mozilla-beta,"Transformer(w=10,d=32)",4169010,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.127358,0.6368,0,27,0,0,,77
mozilla-beta,"Transformer(w=10,d=32)",4169011,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.089623,0.8726,0,19,0,0,,27
mozilla-beta,"Transformer(w=10,d=32)",4169012,1059,635,212,212,"w=10,d=32",456.0,1,True,True,0.0667,1.0,0.125,0.066038,0.6415,1,14,1,0,0.0,76
mozilla-beta,"Transformer(w=10,d=32)",4169015,1059,635,212,212,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.018868,0.0802,0,4,0,0,,195
mozilla-beta,"Transformer(w=10,d=32)",4167816,1051,631,210,210,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.109524,0.8524,0,23,0,0,,31
mozilla-beta,"Transformer(w=10,d=32)",4167820,1051,631,210,210,"w=10,d=32",456.0,3,True,True,0.2353,1.0,0.381,0.061905,0.9,4,13,3,0,0.0,21
mozilla-beta,"Transformer(w=10,d=32)",4168106,1051,631,210,210,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.07619,0.9,0,16,0,0,,21
mozilla-beta,"Transformer(w=10,d=32)",4168109,1051,631,210,210,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.071429,0.7143,0,15,0,0,,60
mozilla-beta,"Transformer(w=10,d=32)",4168112,1051,631,210,210,"w=10,d=32",456.0,1,True,True,0.0556,1.0,0.1053,0.080952,0.8762,1,17,1,0,1.0,26
mozilla-beta,"Transformer(w=10,d=32)",4168114,1051,631,210,210,"w=10,d=32",456.0,1,True,True,0.0476,1.0,0.0909,0.095238,0.7952,1,20,1,0,-3.0,43
mozilla-beta,"Transformer(w=10,d=32)",4168115,1051,631,210,210,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.090476,0.8571,0,19,0,0,,30
mozilla-beta,"Transformer(w=10,d=32)",2022245,1048,629,210,209,"w=10,d=32",456.0,1,True,True,0.5,1.0,0.6667,0.004785,0.0957,1,1,1,0,-128.0,189
mozilla-beta,"Transformer(w=10,d=32)",3892689,1044,626,209,209,"w=10,d=32",456.0,2,True,True,0.0769,0.5,0.1333,0.057416,0.8947,1,12,1,1,0.0,22
mozilla-beta,"Transformer(w=10,d=32)",3892716,1044,626,209,209,"w=10,d=32",456.0,2,True,True,0.0476,0.5,0.087,0.095694,0.8182,1,20,1,1,-4.0,38
mozilla-beta,"Transformer(w=10,d=32)",3892717,1044,626,209,209,"w=10,d=32",456.0,2,True,True,0.05,0.5,0.0909,0.090909,0.8134,1,19,1,1,-4.0,39
mozilla-beta,"Transformer(w=10,d=32)",3892719,1044,626,209,209,"w=10,d=32",456.0,2,True,True,0.1667,1.0,0.2857,0.07177,0.8469,3,15,2,0,-4.0,32
mozilla-beta,"Transformer(w=10,d=32)",3892721,1044,626,209,209,"w=10,d=32",456.0,2,True,True,0.0526,0.5,0.0952,0.086124,0.8278,1,18,1,1,-4.0,36
mozilla-beta,"Transformer(w=10,d=32)",4170047,1030,618,206,206,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.048544,0.9078,0,10,0,0,,19
mozilla-beta,"Transformer(w=10,d=32)",4170073,1030,618,206,206,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.106796,0.5097,0,22,0,0,,101
mozilla-beta,"Transformer(w=10,d=32)",4170074,1030,618,206,206,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.063107,0.9272,0,13,0,0,,15
mozilla-beta,"Transformer(w=10,d=32)",4170075,1030,618,206,206,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.033981,0.7282,0,7,0,0,,56
mozilla-beta,"Transformer(w=10,d=32)",4788899,1023,614,205,204,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.009804,0.1029,0,2,0,0,,183
mozilla-beta,"Transformer(w=10,d=32)",4169249,1001,601,200,200,"w=10,d=32",456.0,1,True,False,0.0,0.0,0.0,0.08,0.815,0,16,0,1,,37
mozilla-beta,"Transformer(w=10,d=32)",4169684,1001,601,200,200,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.1,0.82,0,20,0,0,,36
mozilla-beta,"Transformer(w=10,d=32)",4169688,1001,601,200,200,"w=10,d=32",456.0,1,True,True,0.0667,1.0,0.125,0.07,0.84,1,14,1,0,0.0,32
mozilla-beta,"Transformer(w=10,d=32)",3892111,994,596,199,199,"w=10,d=32",456.0,2,True,True,0.0833,0.5,0.1429,0.055276,0.8593,1,11,1,1,4.0,28
mozilla-beta,"Transformer(w=10,d=32)",3892113,994,596,199,199,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.085427,0.8844,0,17,0,0,,23
mozilla-beta,"Transformer(w=10,d=32)",3892115,994,596,199,199,"w=10,d=32",456.0,1,True,True,0.0526,1.0,0.1,0.090452,0.8241,1,18,1,0,3.0,35
mozilla-beta,"Transformer(w=10,d=32)",3892376,994,596,199,199,"w=10,d=32",456.0,2,True,True,0.0769,0.5,0.1333,0.060302,0.8995,1,12,1,1,4.0,20
mozilla-beta,"Transformer(w=10,d=32)",3892377,994,596,199,199,"w=10,d=32",456.0,2,True,True,0.0769,0.5,0.1333,0.060302,0.8794,1,12,1,1,4.0,24
mozilla-beta,"Transformer(w=10,d=32)",3892379,994,596,199,199,"w=10,d=32",456.0,2,True,True,0.0909,0.5,0.1538,0.050251,0.9246,1,10,1,1,4.0,15
mozilla-beta,"Transformer(w=10,d=32)",3892381,994,596,199,199,"w=10,d=32",456.0,2,True,True,0.0833,0.5,0.1429,0.055276,0.8844,1,11,1,1,4.0,23
mozilla-beta,"Transformer(w=10,d=32)",3892382,994,596,199,199,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.085427,0.2211,0,17,0,0,,155
mozilla-beta,"Transformer(w=10,d=32)",3892383,994,596,199,199,"w=10,d=32",456.0,1,True,True,0.0556,1.0,0.1053,0.085427,0.7889,1,17,1,0,2.0,42
mozilla-beta,"Transformer(w=10,d=32)",3892384,994,596,199,199,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.060302,0.8894,0,12,0,0,,22
mozilla-beta,"Transformer(w=10,d=32)",3892385,994,596,199,199,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.140704,0.4422,0,28,0,0,,111
mozilla-beta,"Transformer(w=10,d=32)",2170640,981,589,196,196,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.010204,0.1735,0,2,0,0,,162
mozilla-beta,"Transformer(w=10,d=32)",1702161,977,586,195,196,"w=10,d=32",456.0,1,True,True,0.5,1.0,0.6667,0.005102,0.2398,1,1,1,0,-74.0,149
mozilla-beta,"Transformer(w=10,d=32)",4381612,974,584,195,195,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.010256,0.2513,0,2,0,0,,146
mozilla-beta,"Transformer(w=10,d=32)",4381613,974,584,195,195,"w=10,d=32",456.0,1,True,True,0.5,1.0,0.6667,0.005128,0.2051,1,1,1,0,-73.0,155
mozilla-beta,"Transformer(w=10,d=32)",4381689,974,584,195,195,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.010256,0.2513,0,2,0,0,,146
mozilla-beta,"Transformer(w=10,d=32)",4381707,974,584,195,195,"w=10,d=32",456.0,1,True,True,0.3333,1.0,0.5,0.010256,0.1385,1,2,1,0,-85.0,168
mozilla-beta,"Transformer(w=10,d=32)",2130538,973,584,195,194,"w=10,d=32",456.0,1,True,True,0.5,1.0,0.6667,0.005155,0.1031,1,1,1,0,-92.0,174
mozilla-beta,"Transformer(w=10,d=32)",2085955,972,583,194,195,"w=10,d=32",456.0,1,True,True,0.5,1.0,0.6667,0.005128,0.1026,1,1,1,0,-93.0,175
mozilla-beta,"Transformer(w=10,d=32)",2170928,972,583,194,195,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.010256,0.2564,0,2,0,0,,145
mozilla-beta,"Transformer(w=10,d=32)",3890864,968,581,194,193,"w=10,d=32",456.0,2,True,True,0.1538,1.0,0.2667,0.056995,0.7409,2,11,2,0,-7.0,50
mozilla-beta,"Transformer(w=10,d=32)",3890866,968,581,194,193,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.093264,0.8394,0,18,0,0,,31
mozilla-beta,"Transformer(w=10,d=32)",3890868,968,581,194,193,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.010363,0.1295,0,2,0,0,,168
mozilla-beta,"Transformer(w=10,d=32)",3890870,968,581,194,193,"w=10,d=32",456.0,2,True,True,0.2308,1.0,0.375,0.051813,0.9119,3,10,2,0,-2.0,17
mozilla-beta,"Transformer(w=10,d=32)",1703027,967,580,193,194,"w=10,d=32",456.0,1,True,True,0.3333,1.0,0.5,0.010309,0.268,1,2,1,0,-11.0,142
mozilla-beta,"Transformer(w=10,d=32)",4167958,966,580,193,193,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.067358,0.886,0,13,0,0,,22
mozilla-beta,"Transformer(w=10,d=32)",4167960,966,580,193,193,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.103627,0.4249,0,20,0,0,,111
mozilla-beta,"Transformer(w=10,d=32)",4167962,966,580,193,193,"w=10,d=32",456.0,1,True,True,0.0526,1.0,0.1,0.093264,0.7668,1,18,1,0,0.0,45
mozilla-beta,"Transformer(w=10,d=32)",4167964,966,580,193,193,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.119171,0.6943,0,23,0,0,,59
mozilla-beta,"Transformer(w=10,d=32)",4168211,966,580,193,193,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.072539,0.886,0,14,0,0,,22
mozilla-beta,"Transformer(w=10,d=32)",4168215,966,580,193,193,"w=10,d=32",456.0,1,True,True,0.2222,1.0,0.3636,0.036269,0.8964,2,7,1,0,-2.0,20
mozilla-beta,"Transformer(w=10,d=32)",4168218,966,580,193,193,"w=10,d=32",456.0,2,True,True,0.2353,1.0,0.381,0.067358,0.8238,4,13,2,0,-5.5,34
mozilla-beta,"Transformer(w=10,d=32)",3998101,962,577,192,193,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.010363,0.1399,0,2,0,0,,166
mozilla-beta,"Transformer(w=10,d=32)",3998107,962,577,192,193,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.010363,0.1554,0,2,0,0,,163
mozilla-beta,"Transformer(w=10,d=32)",3998165,960,576,192,192,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.067708,0.9323,0,13,0,0,,13
mozilla-beta,"Transformer(w=10,d=32)",1485495,956,574,191,191,"w=10,d=32",456.0,1,True,True,0.3333,1.0,0.5,0.010471,0.1675,1,2,1,0,-11.0,159
mozilla-beta,"Transformer(w=10,d=32)",4169255,956,574,191,191,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.073298,0.8953,0,14,0,0,,20
mozilla-beta,"Transformer(w=10,d=32)",4169257,956,574,191,191,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.073298,0.9005,0,14,0,0,,19
mozilla-beta,"Transformer(w=10,d=32)",4169259,956,574,191,191,"w=10,d=32",456.0,1,True,True,0.2,1.0,0.3333,0.041885,0.9372,2,8,1,0,-5.0,12
mozilla-beta,"Transformer(w=10,d=32)",4169261,956,574,191,191,"w=10,d=32",456.0,1,True,True,0.0625,1.0,0.1176,0.078534,0.8848,1,15,1,0,-4.0,22
mozilla-beta,"Transformer(w=10,d=32)",4169649,956,574,191,191,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.073298,0.7592,0,14,0,0,,46
mozilla-beta,"Transformer(w=10,d=32)",4169650,956,574,191,191,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.068063,0.911,0,13,0,0,,17
mozilla-beta,"Transformer(w=10,d=32)",4169651,956,574,191,191,"w=10,d=32",456.0,2,True,True,0.2222,1.0,0.3636,0.036649,0.9319,2,7,2,0,0.0,13
mozilla-beta,"Transformer(w=10,d=32)",4169652,956,574,191,191,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.073298,0.822,0,14,0,0,,34
mozilla-beta,"Transformer(w=10,d=32)",4169654,956,574,191,191,"w=10,d=32",456.0,2,True,True,0.2,1.0,0.3333,0.041885,0.9267,2,8,2,0,0.0,14
mozilla-beta,"Transformer(w=10,d=32)",4169655,956,574,191,191,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.078534,0.9162,0,15,0,0,,16
mozilla-beta,"Transformer(w=10,d=32)",4169657,956,574,191,191,"w=10,d=32",456.0,2,True,True,0.3636,1.0,0.5333,0.036649,0.9215,4,7,2,0,-3.0,15
mozilla-beta,"Transformer(w=10,d=32)",4169660,956,574,191,191,"w=10,d=32",456.0,2,True,True,0.3333,1.0,0.5,0.041885,0.9162,4,8,2,0,-2.5,16
mozilla-beta,"Transformer(w=10,d=32)",4381648,956,574,191,191,"w=10,d=32",456.0,1,True,True,0.3333,1.0,0.5,0.010471,0.3298,1,2,1,0,-7.0,128
mozilla-beta,"Transformer(w=10,d=32)",3998114,954,572,191,191,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.078534,0.644,0,15,0,0,,68
mozilla-beta,"Transformer(w=10,d=32)",3998135,954,572,191,191,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.089005,0.6649,0,17,0,0,,64
mozilla-beta,"Transformer(w=10,d=32)",4167882,953,572,191,190,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.094737,0.6684,0,18,0,0,,63
mozilla-beta,"Transformer(w=10,d=32)",4167884,953,572,191,190,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.063158,0.8789,0,12,0,0,,23
mozilla-beta,"Transformer(w=10,d=32)",4167886,953,572,191,190,"w=10,d=32",456.0,1,True,True,0.1429,1.0,0.25,0.063158,0.8263,2,12,1,0,-5.0,33
mozilla-beta,"Transformer(w=10,d=32)",4167888,953,572,191,190,"w=10,d=32",456.0,1,True,True,0.1429,1.0,0.25,0.063158,0.7947,2,12,1,0,-5.0,39
mozilla-beta,"Transformer(w=10,d=32)",4169030,953,572,191,190,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.084211,0.3474,0,16,0,0,,124
mozilla-beta,"Transformer(w=10,d=32)",4169031,953,572,191,190,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.084211,0.9105,0,16,0,0,,17
mozilla-beta,"Transformer(w=10,d=32)",4169032,953,572,191,190,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.063158,0.8842,0,12,0,0,,22
mozilla-beta,"Transformer(w=10,d=32)",4169033,953,572,191,190,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.005263,0.0,0,1,0,0,,190
mozilla-beta,"Transformer(w=10,d=32)",4169035,953,572,191,190,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.005263,0.0,0,1,0,0,,190
mozilla-beta,"Transformer(w=10,d=32)",4381659,953,572,191,190,"w=10,d=32",456.0,1,True,True,0.3333,1.0,0.5,0.010526,0.2789,1,2,1,0,-10.0,137
mozilla-beta,"Transformer(w=10,d=32)",3998122,951,571,190,190,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.015789,0.3,0,3,0,0,,133
mozilla-beta,"Transformer(w=10,d=32)",3998128,951,571,190,190,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.010526,0.1579,0,2,0,0,,160
mozilla-beta,"Transformer(w=10,d=32)",1484905,949,569,190,190,"w=10,d=32",456.0,1,True,True,0.3333,1.0,0.5,0.010526,0.2632,1,2,1,0,-12.0,140
mozilla-beta,"Transformer(w=10,d=32)",4594253,948,569,190,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.031746,0.6931,0,6,0,0,,58
mozilla-beta,"Transformer(w=10,d=32)",4381630,946,568,189,189,"w=10,d=32",456.0,1,True,True,0.3333,1.0,0.5,0.010582,0.2593,1,2,1,0,-9.0,140
mozilla-beta,"Transformer(w=10,d=32)",4594301,946,568,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.005291,0.0,0,1,0,0,,189
mozilla-beta,"Transformer(w=10,d=32)",4167942,945,567,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.084656,0.8995,0,16,0,0,,19
mozilla-beta,"Transformer(w=10,d=32)",4167944,945,567,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.058201,0.8995,0,11,0,0,,19
mozilla-beta,"Transformer(w=10,d=32)",4168178,945,567,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.074074,0.9153,0,14,0,0,,16
mozilla-beta,"Transformer(w=10,d=32)",4168179,945,567,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.095238,0.8624,0,18,0,0,,26
mozilla-beta,"Transformer(w=10,d=32)",4168181,945,567,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.063492,0.9312,0,12,0,0,,13
mozilla-beta,"Transformer(w=10,d=32)",4168183,945,567,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.058201,0.9312,0,11,0,0,,13
mozilla-beta,"Transformer(w=10,d=32)",4168184,945,567,189,189,"w=10,d=32",456.0,1,True,True,0.0526,1.0,0.1,0.095238,0.7407,1,18,1,0,0.0,49
mozilla-beta,"Transformer(w=10,d=32)",4168189,945,567,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.079365,0.8677,0,15,0,0,,25
mozilla-beta,"Transformer(w=10,d=32)",3534768,944,566,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.068783,0.9259,0,13,0,0,,14
mozilla-beta,"Transformer(w=10,d=32)",3534783,944,566,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.074074,0.9048,0,14,0,0,,18
mozilla-beta,"Transformer(w=10,d=32)",3534793,944,566,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.074074,0.9153,0,14,0,0,,16
mozilla-beta,"Transformer(w=10,d=32)",3534795,944,566,189,189,"w=10,d=32",456.0,1,True,True,0.2,1.0,0.3333,0.042328,0.9312,2,8,1,0,0.0,13
mozilla-beta,"Transformer(w=10,d=32)",3534797,944,566,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.05291,0.9312,0,10,0,0,,13
mozilla-beta,"Transformer(w=10,d=32)",3534800,944,566,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.058201,0.9365,0,11,0,0,,12
mozilla-beta,"Transformer(w=10,d=32)",3534803,944,566,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.079365,0.8889,0,15,0,0,,21
mozilla-beta,"Transformer(w=10,d=32)",3534804,944,566,189,189,"w=10,d=32",456.0,2,True,True,0.2143,1.0,0.3529,0.058201,0.8942,3,11,2,0,-1.0,20
mozilla-beta,"Transformer(w=10,d=32)",3534805,944,566,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.05291,0.9312,0,10,0,0,,13
mozilla-beta,"Transformer(w=10,d=32)",3534809,944,566,189,189,"w=10,d=32",456.0,0,False,False,0.0,0.0,0.0,0.079365,0.8995,0,15,0,0,,19
