dataset,signature_id,T_total,T_train,T_val,T_test,n_params,trans_train_time_s,trans_train_mem_KB,trans_n_epochs,trans_infer_time_s,trans_infer_time_ms_per_step,trans_infer_mem_KB,arima_fit_time_s,arima_fit_mem_KB,arima_infer_time_s,arima_infer_time_ms_per_step,arima_infer_mem_KB,sma_infer_time_s,sma_infer_time_ms_per_step,sma_infer_mem_KB,ewma_infer_time_s,ewma_infer_time_ms_per_step,ewma_infer_mem_KB,last_infer_time_s,last_infer_time_ms_per_step,last_infer_mem_KB
firefox-android,4653590,587,352,117,118,2273,0.8887,0.0,20,0.140574,1.1913,0.0,0.1143,4.0,1.2951,10.976,0.0,0.01808,0.1532,0.0,0.011962,0.1014,0.0,0.012169,0.1031,0.0
firefox-android,4654041,585,351,117,117,2273,1.0096,844.0,20,0.149465,1.2775,0.0,0.1445,0.0,0.9704,8.294,0.0,0.009151,0.0782,0.0,0.006095,0.0521,0.0,0.008481,0.0725,0.0
firefox-android,4654042,585,351,117,117,2273,0.8491,0.0,20,0.126226,1.0789,0.0,0.1358,0.0,0.8175,6.987,0.0,0.008295,0.0709,0.0,0.005666,0.0484,0.0,0.00568,0.0486,0.0
firefox-android,4654043,585,351,117,117,2273,0.7525,116.0,20,0.131753,1.1261,0.0,0.1814,0.0,1.3293,11.362,0.0,0.010538,0.0901,0.0,0.005809,0.0497,0.0,0.005647,0.0483,0.0
firefox-android,4654044,585,351,117,117,2273,0.6316,116.0,19,0.129041,1.1029,24.0,0.1591,0.0,1.1977,10.236,0.0,0.018093,0.1546,0.0,0.011881,0.1015,0.0,0.012828,0.1096,0.0
firefox-android,4654045,585,351,117,117,2273,1.1846,0.0,20,0.168282,1.4383,0.0,0.178,0.0,1.0609,9.067,0.0,0.015398,0.1316,0.0,0.012177,0.1041,0.0,0.010345,0.0884,0.0
firefox-android,4654047,585,351,117,117,2273,0.8668,416.0,20,0.174735,1.4935,0.0,0.1665,0.0,1.1788,10.075,0.0,0.013291,0.1136,0.0,0.010177,0.087,0.0,0.011427,0.0977,0.0
firefox-android,4654049,585,351,117,117,2273,0.7541,116.0,20,0.10532,0.9002,0.0,0.1181,0.0,1.0521,8.992,0.0,0.015586,0.1332,0.0,0.009653,0.0825,0.0,0.007964,0.0681,0.0
firefox-android,4654050,585,351,117,117,2273,0.8605,0.0,15,0.153264,1.3099,0.0,0.193,0.0,0.9792,8.369,0.0,0.008763,0.0749,0.0,0.006531,0.0558,0.0,0.006019,0.0514,0.0
firefox-android,4654051,585,351,117,117,2273,0.8756,416.0,20,0.204449,1.7474,0.0,0.1599,0.0,1.4489,12.384,0.0,0.00958,0.0819,0.0,0.006004,0.0513,0.0,0.006325,0.0541,0.0
firefox-android,4654052,585,351,117,117,2273,0.9577,116.0,20,0.127417,1.089,0.0,0.1623,0.0,1.0808,9.237,0.0,0.016232,0.1387,0.0,0.012203,0.1043,0.0,0.014098,0.1205,0.0
firefox-android,4654054,585,351,117,117,2273,0.9086,116.0,20,0.114643,0.9799,0.0,0.1074,0.0,1.5195,12.987,0.0,0.014898,0.1273,0.0,0.008589,0.0734,0.0,0.008696,0.0743,0.0
firefox-android,4654056,585,351,117,117,2273,1.0761,364.0,20,0.167877,1.4348,0.0,0.1378,0.0,1.5063,12.874,0.0,0.012141,0.1038,0.0,0.008601,0.0735,0.0,0.00882,0.0754,0.0
firefox-android,4654366,582,349,116,117,2273,1.0396,308.0,20,0.2018,1.7248,0.0,0.2096,0.0,1.6459,14.068,0.0,0.013708,0.1172,0.0,0.008478,0.0725,0.0,0.008227,0.0703,0.0
firefox-android,4654367,582,349,116,117,2273,1.0518,364.0,20,0.155109,1.3257,0.0,0.1704,0.0,1.4565,12.449,0.0,0.01721,0.1471,0.0,0.013267,0.1134,0.0,0.013491,0.1153,0.0
firefox-android,4654368,582,349,116,117,2273,1.1329,276.0,20,0.186625,1.5951,0.0,0.2378,0.0,1.4294,12.217,0.0,0.022556,0.1928,0.0,0.015123,0.1293,0.0,0.011986,0.1024,0.0
firefox-android,4654372,582,349,116,117,2273,1.0291,876.0,20,0.189861,1.6227,0.0,0.139,0.0,1.6405,14.021,0.0,0.015351,0.1312,0.0,0.013525,0.1156,0.0,0.008474,0.0724,0.0
firefox-android,4654378,582,349,116,117,2273,1.0841,0.0,20,0.171297,1.4641,0.0,0.2776,0.0,1.6261,13.898,0.0,0.022324,0.1908,0.0,0.015508,0.1325,0.0,0.015736,0.1345,0.0
firefox-android,4654420,582,349,116,117,2273,1.5283,136.0,20,0.181777,1.5536,24.0,0.1513,0.0,1.1484,9.816,0.0,0.011762,0.1005,0.0,0.007416,0.0634,0.0,0.006105,0.0522,0.0
firefox-android,4654421,582,349,116,117,2273,0.6479,416.0,20,0.120445,1.0294,0.0,0.1108,0.0,0.5628,4.811,0.0,0.012162,0.1039,0.0,0.007409,0.0633,0.0,0.006685,0.0571,0.0
firefox-android,4654422,582,349,116,117,2273,0.6741,116.0,19,0.107752,0.921,0.0,0.1206,0.0,0.6782,5.796,0.0,0.008283,0.0708,0.0,0.005669,0.0485,0.0,0.00534,0.0456,0.0
firefox-android,4654423,582,349,116,117,2273,0.7975,116.0,19,0.12509,1.0691,0.0,0.1496,0.0,1.4745,12.603,0.0,0.015306,0.1308,0.0,0.010403,0.0889,0.0,0.007404,0.0633,0.0
firefox-android,4654426,582,349,116,117,2273,0.8183,364.0,19,0.108055,0.9235,0.0,0.1136,0.0,0.8342,7.13,0.0,0.008496,0.0726,0.0,0.006943,0.0593,0.0,0.005845,0.05,0.0
firefox-android,4654428,582,349,116,117,2273,0.9883,0.0,20,0.175113,1.4967,0.0,0.2071,0.0,0.8206,7.014,0.0,0.007656,0.0654,0.0,0.005299,0.0453,0.0,0.005383,0.046,0.0
firefox-android,4654429,582,349,116,117,2273,0.6169,116.0,19,0.131028,1.1199,24.0,0.0838,0.0,1.0597,9.057,0.0,0.014306,0.1223,0.0,0.010183,0.087,0.0,0.009977,0.0853,0.0
firefox-android,4654430,582,349,116,117,2273,0.7875,0.0,20,0.13932,1.1908,0.0,0.0812,0.0,0.6881,5.881,0.0,0.013294,0.1136,0.0,0.009341,0.0798,0.0,0.006328,0.0541,0.0
firefox-android,4654431,582,349,116,117,2273,0.7153,116.0,19,0.156267,1.3356,0.0,0.1487,0.0,0.8396,7.176,0.0,0.007165,0.0612,0.0,0.004896,0.0418,0.0,0.004998,0.0427,0.0
firefox-android,4654432,582,349,116,117,2273,0.6305,116.0,20,0.113831,0.9729,0.0,0.0996,0.0,0.9626,8.227,0.0,0.017033,0.1456,0.0,0.010814,0.0924,0.0,0.011437,0.0978,0.0
firefox-android,4654435,582,349,116,117,2273,0.735,364.0,19,0.104963,0.8971,24.0,0.1357,0.0,0.7289,6.23,0.0,0.008826,0.0754,0.0,0.006085,0.052,0.0,0.005761,0.0492,0.0
firefox-android,4654437,582,349,116,117,2273,0.7333,0.0,19,0.131623,1.125,0.0,0.1154,0.0,0.8999,7.692,0.0,0.007184,0.0614,0.0,0.005169,0.0442,0.0,0.005007,0.0428,0.0
firefox-android,4654077,580,348,116,116,2273,0.6688,116.0,20,0.105582,0.9102,0.0,0.1513,0.0,0.9859,8.499,0.0,0.01571,0.1354,0.0,0.011058,0.0953,0.0,0.011186,0.0964,0.0
firefox-android,4654078,580,348,116,116,2273,0.7126,364.0,20,0.094544,0.815,24.0,0.1491,0.0,0.7278,6.274,0.0,0.00761,0.0656,0.0,0.005626,0.0485,0.0,0.005279,0.0455,0.0
firefox-android,4654079,580,348,116,116,2273,0.8086,0.0,20,0.122406,1.0552,0.0,0.1667,0.0,0.7292,6.286,0.0,0.006421,0.0554,0.0,0.004491,0.0387,0.0,0.004493,0.0387,0.0
firefox-android,4654080,580,348,116,116,2273,0.7596,116.0,20,0.111275,0.9593,0.0,0.1595,0.0,0.9573,8.252,0.0,0.007812,0.0673,0.0,0.005366,0.0463,0.0,0.005443,0.0469,0.0
firefox-android,4654081,580,348,116,116,2273,0.7376,116.0,20,0.094143,0.8116,0.0,0.168,0.0,0.6772,5.838,0.0,0.012812,0.1104,0.0,0.009617,0.0829,0.0,0.00931,0.0803,0.0
firefox-android,4654083,580,348,116,116,2273,0.7987,116.0,20,0.150386,1.2964,0.0,0.234,0.0,0.6702,5.778,0.0,0.006909,0.0596,0.0,0.004727,0.0408,0.0,0.004749,0.0409,0.0
firefox-android,4654086,580,348,116,116,2273,0.5684,576.0,16,0.126969,1.0946,0.0,0.1731,0.0,1.0244,8.831,0.0,0.009031,0.0779,0.0,0.008338,0.0719,0.0,0.005255,0.0453,0.0
firefox-android,4654087,580,348,116,116,2273,0.6852,364.0,20,0.099399,0.8569,0.0,0.0923,0.0,0.8038,6.929,0.0,0.013763,0.1186,0.0,0.007709,0.0665,0.0,0.005924,0.0511,0.0
firefox-android,4654089,580,348,116,116,2273,0.6716,116.0,16,0.145218,1.2519,0.0,0.1337,0.0,0.6598,5.688,0.0,0.006707,0.0578,0.0,0.004785,0.0412,0.0,0.0045,0.0388,0.0
firefox-android,4654090,580,348,116,116,2273,0.6262,0.0,20,0.088168,0.7601,24.0,0.2196,0.0,0.9265,7.987,0.0,0.007325,0.0631,0.0,0.005,0.0431,0.0,0.004882,0.0421,0.0
firefox-android,4654092,580,348,116,116,2273,0.648,0.0,20,0.110477,0.9524,24.0,0.1225,0.0,0.7444,6.418,0.0,0.009399,0.081,0.0,0.008333,0.0718,0.0,0.009422,0.0812,0.0
firefox-android,4654094,580,348,116,116,2273,0.6939,0.0,16,0.12913,1.1132,0.0,0.1142,0.0,0.692,5.965,0.0,0.007125,0.0614,0.0,0.004696,0.0405,0.0,0.004773,0.0411,0.0
firefox-android,4653771,576,346,115,115,2273,0.5818,76.0,20,0.16363,1.4229,0.0,0.1621,0.0,1.1394,9.908,64.0,0.009701,0.0844,0.0,0.006617,0.0575,0.0,0.006883,0.0599,0.0
firefox-android,4653772,576,346,115,115,2273,0.7126,116.0,20,0.10881,0.9462,0.0,0.1264,0.0,0.8342,7.254,0.0,0.014174,0.1232,0.0,0.006117,0.0532,0.0,0.006235,0.0542,0.0
firefox-android,4653777,576,346,115,115,2273,0.9331,364.0,20,0.132149,1.1491,0.0,0.1673,0.0,0.74,6.435,0.0,0.007705,0.067,0.0,0.005032,0.0438,0.0,0.005035,0.0438,0.0
firefox-android,4653780,576,346,115,115,2273,0.702,0.0,20,0.147706,1.2844,0.0,0.2173,0.0,1.0331,8.983,0.0,0.00976,0.0849,0.0,0.006919,0.0602,0.0,0.007021,0.061,0.0
firefox-android,4653781,576,346,115,115,2273,0.669,116.0,20,0.084071,0.731,24.0,0.0979,0.0,0.7619,6.625,0.0,0.011212,0.0975,0.0,0.005378,0.0468,0.0,0.006001,0.0522,0.0
firefox-android,4653782,576,346,115,115,2273,0.8375,0.0,20,0.13499,1.1738,0.0,0.1167,0.0,0.6882,5.984,0.0,0.007099,0.0617,0.0,0.004897,0.0426,0.0,0.005246,0.0456,0.0
firefox-android,4653783,576,346,115,115,2273,0.7025,116.0,20,0.143219,1.2454,0.0,0.1442,0.0,1.0182,8.854,0.0,0.008022,0.0698,0.0,0.005915,0.0514,0.0,0.006168,0.0536,0.0
firefox-android,4653784,576,346,115,115,2273,0.6898,116.0,20,0.111964,0.9736,24.0,0.1389,0.0,0.9134,7.942,0.0,0.019136,0.1664,0.0,0.009733,0.0846,0.0,0.009889,0.086,0.0
firefox-android,4653786,576,346,115,115,2273,0.8336,224.0,20,0.128588,1.1182,0.0,0.0727,0.0,0.6979,6.068,0.0,0.008834,0.0768,0.0,0.006691,0.0582,0.0,0.005724,0.0498,0.0
firefox-android,4653788,576,346,115,115,2273,0.7774,0.0,20,0.166731,1.4498,0.0,0.1164,0.0,0.9594,8.342,0.0,0.00768,0.0668,0.0,0.005063,0.044,0.0,0.005083,0.0442,0.0
firefox-android,4654348,537,322,107,108,2273,0.8379,1260.0,20,0.100159,0.9274,12.0,0.1422,0.0,0.8351,7.732,0.0,0.013817,0.1279,0.0,0.010434,0.0966,0.0,0.01021,0.0945,0.0
firefox-android,4654349,537,322,107,108,2273,0.8243,0.0,20,0.133702,1.238,0.0,0.1494,0.0,0.6695,6.199,0.0,0.008262,0.0765,0.0,0.005596,0.0518,0.0,0.005748,0.0532,0.0
firefox-android,4654350,537,322,107,108,2273,0.6542,0.0,20,0.118477,1.097,0.0,0.1721,0.0,0.9244,8.56,0.0,0.009275,0.0859,0.0,0.005074,0.047,0.0,0.005358,0.0496,0.0
firefox-android,4654351,537,322,107,108,2273,0.6188,0.0,20,0.11052,1.0233,0.0,0.1294,0.0,0.8487,7.859,0.0,0.0125,0.1157,0.0,0.008716,0.0807,0.0,0.008754,0.0811,0.0
firefox-android,4654352,537,322,107,108,2273,0.7754,0.0,20,0.081873,0.7581,0.0,0.1262,0.0,0.7218,6.684,0.0,0.006448,0.0597,0.0,0.004268,0.0395,0.0,0.004325,0.04,0.0
firefox-android,4654354,537,322,107,108,2273,0.6522,0.0,20,0.142367,1.3182,0.0,0.1807,0.0,0.8662,8.02,0.0,0.008308,0.0769,0.0,0.004539,0.042,0.0,0.004525,0.0419,0.0
firefox-android,4654357,537,322,107,108,2273,0.61,0.0,20,0.118326,1.0956,0.0,0.1086,0.0,0.8695,8.051,0.0,0.009197,0.0852,0.0,0.006322,0.0585,0.0,0.009121,0.0845,0.0
firefox-android,4654358,537,322,107,108,2273,0.8114,0.0,20,0.076752,0.7107,0.0,0.1028,0.0,0.6364,5.892,0.0,0.007057,0.0653,0.0,0.005389,0.0499,0.0,0.005965,0.0552,0.0
firefox-android,4654359,537,322,107,108,2273,0.6931,0.0,20,0.115601,1.0704,0.0,0.1565,0.0,0.8598,7.961,0.0,0.006884,0.0637,0.0,0.0048,0.0444,0.0,0.005172,0.0479,0.0
firefox-android,4654360,537,322,107,108,2273,0.6184,0.0,20,0.100315,0.9288,0.0,0.125,0.0,0.6892,6.382,0.0,0.008568,0.0793,0.0,0.006452,0.0597,0.0,0.005564,0.0515,0.0
firefox-android,4654361,537,322,107,108,2273,0.768,0.0,20,0.108232,1.0021,0.0,0.1368,0.0,0.6189,5.731,0.0,0.006783,0.0628,0.0,0.005043,0.0467,0.0,0.004629,0.0429,0.0
firefox-android,4654363,537,322,107,108,2273,0.616,0.0,20,0.099178,0.9183,0.0,0.1443,0.0,1.0326,9.561,0.0,0.008018,0.0742,0.0,0.00583,0.054,0.0,0.005286,0.0489,0.0
firefox-android,4654365,537,322,107,108,2273,0.6893,0.0,20,0.08989,0.8323,0.0,0.1299,0.0,0.7345,6.801,0.0,0.011831,0.1095,0.0,0.008314,0.077,0.0,0.008325,0.0771,0.0
firefox-android,4969030,340,204,68,68,2273,0.2661,0.0,13,0.070378,1.035,0.0,0.2225,0.0,0.535,7.867,0.0,0.004491,0.066,0.0,0.003058,0.045,0.0,0.003089,0.0454,0.0
firefox-android,4969017,320,192,64,64,2273,0.3749,0.0,20,0.054726,0.8551,0.0,0.0766,0.0,0.3689,5.764,0.0,0.003663,0.0572,0.0,0.002531,0.0395,0.0,0.002519,0.0394,0.0
firefox-android,4969022,284,170,57,57,2273,0.3253,1528.0,20,0.04256,0.7467,8.0,0.0684,0.0,0.4486,7.87,0.0,0.006604,0.1159,0.0,0.003285,0.0576,0.0,0.003352,0.0588,0.0
firefox-android,4969012,283,170,57,56,2273,0.337,0.0,17,0.083865,1.4976,8.0,0.0537,0.0,0.5224,9.328,0.0,0.003687,0.0658,0.0,0.002528,0.0451,0.0,0.002518,0.045,0.0
firefox-android,4969013,283,170,57,56,2273,0.2973,0.0,17,0.04159,0.7427,8.0,0.067,0.0,0.3512,6.272,0.0,0.004494,0.0803,0.0,0.003069,0.0548,0.0,0.003193,0.057,0.0
firefox-android,4969042,281,169,56,56,2273,0.2721,0.0,18,0.046762,0.835,8.0,0.1494,0.0,0.3475,6.205,0.0,0.003664,0.0654,0.0,0.002358,0.0421,0.0,0.002348,0.0419,0.0
firefox-android,4969038,241,145,48,48,2273,0.2499,0.0,20,0.046439,0.9675,0.0,0.0636,0.0,0.2834,5.904,0.0,0.002864,0.0597,0.0,0.002742,0.0571,0.0,0.003264,0.068,0.0
firefox-android,4968998,240,144,48,48,2273,0.2989,0.0,20,0.045165,0.9409,0.0,0.0927,0.0,0.3137,6.536,0.0,0.002877,0.0599,0.0,0.001926,0.0401,0.0,0.001946,0.0405,0.0
firefox-android,4968999,240,144,48,48,2273,0.2285,0.0,20,0.026584,0.5538,0.0,0.0402,0.0,0.2673,5.57,0.0,0.002963,0.0617,0.0,0.001844,0.0384,0.0,0.001891,0.0394,0.0
firefox-android,4969014,231,139,46,46,2273,0.1973,896.0,20,0.028462,0.6187,0.0,0.0395,0.0,0.3189,6.932,0.0,0.002735,0.0595,0.0,0.00204,0.0443,0.0,0.00194,0.0422,0.0
firefox-android,4969035,222,133,44,45,2273,0.0935,0.0,8,0.028844,0.641,0.0,0.0834,0.0,0.3161,7.024,0.0,0.003166,0.0704,0.0,0.001933,0.043,0.0,0.001916,0.0426,0.0
firefox-android,4969001,219,131,44,44,2273,0.3399,16.0,20,0.051087,1.1611,0.0,0.0945,0.0,0.3325,7.556,0.0,0.004047,0.092,0.0,0.002269,0.0516,0.0,0.002499,0.0568,0.0
firefox-android,4969028,211,127,42,42,2273,0.3311,0.0,20,0.050832,1.2103,0.0,0.078,0.0,0.3999,9.52,0.0,0.00611,0.1455,0.0,0.004987,0.1187,0.0,0.002708,0.0645,0.0
firefox-android,4969029,211,127,42,42,2273,0.3636,0.0,19,0.045347,1.0797,0.0,0.0859,0.0,0.2985,7.106,0.0,0.004092,0.0974,0.0,0.002359,0.0562,0.0,0.002007,0.0478,0.0
firefox-android,4969020,208,125,42,41,2273,0.1559,0.0,11,0.037731,0.9203,0.0,0.0418,0.0,0.3126,7.624,0.0,0.002587,0.0631,0.0,0.002037,0.0497,0.0,0.002993,0.073,0.0
mozilla-beta,2715503,3473,2084,695,694,8641,1.8902,4628.0,15,0.4841,0.6976,0.0,0.4276,204.0,2.7912,4.022,0.0,0.032766,0.0472,4.0,0.02132,0.0307,0.0,0.022151,0.0319,0.0
mozilla-beta,4167866,1366,820,273,273,8641,0.9514,2928.0,20,0.215548,0.7896,16.0,0.122,1128.0,1.3024,4.771,0.0,0.014504,0.0531,0.0,0.009871,0.0362,0.0,0.009917,0.0363,0.0
mozilla-beta,4167868,1366,820,273,273,8641,1.1608,1920.0,20,0.221083,0.8098,0.0,0.3038,4.0,1.3788,5.051,0.0,0.013114,0.048,0.0,0.009137,0.0335,0.0,0.009036,0.0331,0.0
mozilla-beta,4167870,1366,820,273,273,8641,0.9878,0.0,20,0.202543,0.7419,0.0,0.0981,0.0,1.267,4.641,0.0,0.013331,0.0488,0.0,0.011823,0.0433,0.0,0.015343,0.0562,0.0
mozilla-beta,4167872,1366,820,273,273,8641,1.4422,0.0,20,0.244838,0.8968,0.0,0.1288,0.0,1.2615,4.621,0.0,0.012769,0.0468,0.0,0.008818,0.0323,0.0,0.008865,0.0325,0.0
mozilla-beta,4168118,1366,820,273,273,8641,0.9435,0.0,20,0.216038,0.7913,0.0,0.1229,0.0,1.2196,4.467,0.0,0.012293,0.045,0.0,0.008784,0.0322,0.0,0.008539,0.0313,0.0
mozilla-beta,4168119,1366,820,273,273,8641,0.9162,0.0,20,0.205566,0.753,0.0,0.181,0.0,1.2179,4.461,0.0,0.014508,0.0531,0.0,0.010412,0.0381,0.0,0.010516,0.0385,0.0
mozilla-beta,4168120,1366,820,273,273,8641,0.9277,636.0,20,0.197195,0.7223,4.0,0.1091,0.0,1.3794,5.053,0.0,0.015323,0.0561,0.0,0.010559,0.0387,0.0,0.010294,0.0377,0.0
mozilla-beta,4168121,1366,820,273,273,8641,1.2797,0.0,20,0.25164,0.9218,8.0,0.15,0.0,1.4645,5.364,0.0,0.014526,0.0532,0.0,0.010325,0.0378,0.0,0.01195,0.0438,0.0
mozilla-beta,4168123,1366,820,273,273,8641,1.1893,0.0,20,0.184354,0.6753,4.0,0.0917,0.0,1.192,4.366,0.0,0.012641,0.0463,0.0,0.008641,0.0317,0.0,0.009022,0.033,0.0
mozilla-beta,4168124,1366,820,273,273,8641,0.622,84.0,14,0.173142,0.6342,0.0,0.1041,0.0,1.377,5.044,0.0,0.016113,0.059,0.0,0.011242,0.0412,0.0,0.011167,0.0409,0.0
mozilla-beta,4168126,1366,820,273,273,8641,0.9754,0.0,16,0.179773,0.6585,0.0,0.1335,312.0,1.178,4.315,4.0,0.01282,0.047,0.0,0.008725,0.032,0.0,0.008891,0.0326,0.0
mozilla-beta,4168127,1366,820,273,273,8641,1.0356,20.0,20,0.194636,0.713,0.0,0.1158,268.0,1.2514,4.584,0.0,0.012705,0.0465,0.0,0.009038,0.0331,0.0,0.008885,0.0325,0.0
mozilla-beta,4168129,1366,820,273,273,8641,0.9479,0.0,20,0.195465,0.716,0.0,0.1119,0.0,1.2663,4.638,0.0,0.013416,0.0491,0.0,0.009097,0.0333,0.0,0.009598,0.0352,0.0
mozilla-beta,2259498,1267,760,253,254,8641,0.8155,5664.0,20,0.175905,0.6925,0.0,0.1999,12.0,1.0943,4.308,0.0,0.011996,0.0472,0.0,0.008389,0.033,0.0,0.008191,0.0322,0.0
mozilla-beta,2259499,1267,760,253,254,8641,0.8189,0.0,20,0.194178,0.7645,0.0,0.0943,4.0,1.2011,4.729,0.0,0.012459,0.0491,0.0,0.008801,0.0347,0.0,0.00854,0.0336,0.0
mozilla-beta,4167806,1266,760,253,253,8641,0.7647,0.0,20,0.178408,0.7052,0.0,0.1066,0.0,1.1196,4.425,0.0,0.012093,0.0478,0.0,0.008163,0.0323,0.0,0.008119,0.0321,0.0
mozilla-beta,4167808,1266,760,253,253,8641,0.7607,0.0,20,0.184314,0.7285,0.0,0.1311,0.0,1.142,4.514,0.0,0.011738,0.0464,0.0,0.008038,0.0318,0.0,0.008428,0.0333,0.0
mozilla-beta,4167970,1266,760,253,253,8641,0.792,0.0,20,0.165561,0.6544,0.0,0.1078,0.0,1.1637,4.599,0.0,0.012207,0.0482,4.0,0.00817,0.0323,0.0,0.008197,0.0324,0.0
mozilla-beta,4167971,1266,760,253,253,8641,0.8114,0.0,20,0.180914,0.7151,0.0,0.153,0.0,1.1308,4.47,0.0,0.011802,0.0466,0.0,0.008136,0.0322,0.0,0.008193,0.0324,0.0
mozilla-beta,4167972,1266,760,253,253,8641,0.8846,0.0,20,0.183164,0.724,0.0,0.1291,0.0,1.1457,4.528,0.0,0.012481,0.0493,0.0,0.008608,0.034,0.0,0.008614,0.034,0.0
mozilla-beta,4167973,1266,760,253,253,8641,0.8026,0.0,20,0.179654,0.7101,0.0,0.1136,0.0,1.2515,4.947,0.0,0.015125,0.0598,0.0,0.01054,0.0417,0.0,0.0103,0.0407,0.0
mozilla-beta,4167975,1266,760,253,253,8641,0.8102,0.0,20,0.179503,0.7095,0.0,0.1192,0.0,1.1591,4.581,0.0,0.014679,0.058,0.0,0.009836,0.0389,0.0,0.010164,0.0402,0.0
mozilla-beta,2085792,1248,749,250,249,8641,0.8141,72.0,20,0.156278,0.6276,0.0,0.0417,0.0,1.2439,4.996,0.0,0.013518,0.0543,0.0,0.008997,0.0361,0.0,0.008928,0.0359,0.0
mozilla-beta,2170955,1248,749,250,249,8641,0.8051,0.0,20,0.235471,0.9457,0.0,0.0987,0.0,1.1223,4.507,0.0,0.01351,0.0543,0.0,0.00837,0.0336,0.0,0.008329,0.0335,0.0
mozilla-beta,2881160,1243,746,249,248,8641,0.87,72.0,20,0.192712,0.7771,0.0,0.0936,0.0,1.1082,4.468,0.0,0.014767,0.0595,0.0,0.010476,0.0422,0.0,0.010689,0.0431,0.0
mozilla-beta,2922669,1243,746,249,248,8641,0.8224,0.0,20,0.170705,0.6883,0.0,0.0831,0.0,1.1249,4.536,0.0,0.011631,0.0469,0.0,0.008309,0.0335,0.0,0.008359,0.0337,0.0
mozilla-beta,4168626,1237,742,247,248,8641,0.785,0.0,20,0.182849,0.7373,0.0,0.1633,0.0,1.1068,4.463,0.0,0.011467,0.0462,0.0,0.007968,0.0321,0.0,0.007979,0.0322,0.0
mozilla-beta,4168628,1237,742,247,248,8641,0.7876,0.0,20,0.164644,0.6639,0.0,0.2058,0.0,1.1865,4.784,0.0,0.011727,0.0473,0.0,0.008187,0.033,0.0,0.008263,0.0333,0.0
mozilla-beta,4168630,1237,742,247,248,8641,0.7265,0.0,18,0.158218,0.638,0.0,0.1903,0.0,1.1035,4.449,0.0,0.011643,0.0469,0.0,0.00795,0.0321,0.0,0.007949,0.0321,0.0
mozilla-beta,4168632,1237,742,247,248,8641,0.7492,0.0,20,0.15585,0.6284,0.0,0.1553,0.0,1.1593,4.675,0.0,0.011597,0.0468,0.0,0.007894,0.0318,0.0,0.00799,0.0322,0.0
mozilla-beta,4169058,1237,742,247,248,8641,0.7504,0.0,20,0.164677,0.664,0.0,0.1631,0.0,1.1235,4.53,0.0,0.011465,0.0462,0.0,0.007892,0.0318,0.0,0.008604,0.0347,0.0
mozilla-beta,4169059,1237,742,247,248,8641,0.8135,0.0,20,0.181703,0.7327,0.0,0.1732,0.0,1.121,4.52,0.0,0.011442,0.0461,0.0,0.007889,0.0318,0.0,0.007936,0.032,0.0
mozilla-beta,4169060,1237,742,247,248,8641,0.7855,0.0,20,0.174443,0.7034,0.0,0.1546,0.0,1.1476,4.627,0.0,0.017184,0.0693,0.0,0.011036,0.0445,0.0,0.011364,0.0458,0.0
mozilla-beta,4169061,1237,742,247,248,8641,1.1004,0.0,20,0.204849,0.826,0.0,0.1851,0.0,1.3367,5.39,0.0,0.012725,0.0513,0.0,0.008803,0.0355,0.0,0.008883,0.0358,0.0
mozilla-beta,4169063,1237,742,247,248,8641,1.0478,0.0,20,0.232249,0.9365,0.0,0.268,0.0,1.2834,5.175,0.0,0.011911,0.048,0.0,0.008129,0.0328,0.0,0.008234,0.0332,0.0
mozilla-beta,4169064,1237,742,247,248,8641,0.8024,0.0,20,0.180792,0.729,0.0,0.1394,0.0,1.0989,4.431,0.0,0.011493,0.0463,0.0,0.007962,0.0321,0.0,0.008025,0.0324,0.0
mozilla-beta,4169065,1237,742,247,248,8641,0.9822,0.0,20,0.241681,0.9745,0.0,0.1976,0.0,1.1471,4.625,0.0,0.014285,0.0576,0.0,0.009417,0.038,0.0,0.009783,0.0394,0.0
mozilla-beta,4169067,1237,742,247,248,8641,0.6917,0.0,18,0.173881,0.7011,0.0,0.1309,0.0,1.1862,4.783,0.0,0.012093,0.0488,0.0,0.008796,0.0355,0.0,0.008719,0.0352,0.0
mozilla-beta,4169069,1237,742,247,248,8641,0.9049,0.0,20,0.186419,0.7517,0.0,0.1367,0.0,1.1477,4.628,0.0,0.012035,0.0485,0.0,0.008067,0.0325,0.0,0.0081,0.0327,0.0
mozilla-beta,2170593,1212,727,242,243,8641,0.8088,0.0,20,0.166246,0.6841,0.0,0.0582,4.0,1.1132,4.581,0.0,0.013219,0.0544,0.0,0.008194,0.0337,0.0,0.008183,0.0337,0.0
mozilla-beta,2018739,1211,727,242,242,8641,0.7607,0.0,20,0.169656,0.7011,0.0,0.0631,0.0,1.1182,4.621,0.0,0.01181,0.0488,0.0,0.007961,0.0329,0.0,0.010494,0.0434,0.0
mozilla-beta,2017653,1207,724,241,242,8641,0.7824,3964.0,20,0.169876,0.702,0.0,0.1097,4.0,1.0749,4.442,0.0,0.011816,0.0488,0.0,0.00802,0.0331,0.0,0.008003,0.0331,0.0
mozilla-beta,2017654,1207,724,241,242,8641,0.7923,0.0,20,0.161473,0.6672,0.0,0.0694,0.0,1.1346,4.689,0.0,0.0143,0.0591,0.0,0.010112,0.0418,0.0,0.009866,0.0408,0.0
