method,signature_id,T_total,T_train,T_test,On_Count,Enabled_Frac,Storage_Red,N_Activations,Trigger_Freq,N_Intervals,Median_Interval_Dur,Burst_Ratio,N_Alerts_Test,TP_Alerts,Alert_Coverage,TP_Intervals,FP_Intervals,Precision
LAST,4653792,579,405,174,21,0.1207,0.8793,10,0.057471,10,2.0,0.8095,1,1,1.0,1,9,0.1
LAST,4653793,579,405,174,16,0.092,0.908,6,0.034483,6,2.0,0.8125,1,1,1.0,1,5,0.1667
LAST,4653825,567,396,171,13,0.076,0.924,7,0.040936,7,1.0,0.6923,1,1,1.0,1,6,0.1429
LAST,4653826,567,396,171,13,0.076,0.924,7,0.040936,7,1.0,0.6923,1,1,1.0,1,6,0.1429
LAST,4653828,567,396,171,13,0.076,0.924,7,0.040936,7,1.0,0.6923,1,1,1.0,1,6,0.1429
LAST,4653829,567,396,171,12,0.0702,0.9298,6,0.035088,6,2.0,0.75,1,1,1.0,1,5,0.1667
LAST,4653838,567,396,171,22,0.1287,0.8713,7,0.040936,7,3.0,0.9091,0,0,,0,7,0.0
LAST,4653840,567,396,171,15,0.0877,0.9123,8,0.046784,8,1.5,0.7333,0,0,,0,8,0.0
LAST,4653842,567,396,171,14,0.0819,0.9181,9,0.052632,9,1.0,0.5714,0,0,,0,9,0.0
LAST,4653861,596,417,179,24,0.1341,0.8659,11,0.061453,11,1.0,0.7083,1,1,1.0,1,10,0.0909
LAST,4653862,596,417,179,22,0.1229,0.8771,11,0.061453,11,1.0,0.6364,1,1,1.0,1,10,0.0909
LAST,4653863,596,417,179,21,0.1173,0.8827,8,0.044693,8,2.0,0.8095,1,1,1.0,1,7,0.125
LAST,4653864,596,417,179,22,0.1229,0.8771,9,0.050279,9,1.0,0.7727,1,1,1.0,2,7,0.2222
LAST,4653865,596,417,179,22,0.1229,0.8771,9,0.050279,9,1.0,0.7727,1,1,1.0,2,7,0.2222
LAST,4653867,596,417,179,25,0.1397,0.8603,15,0.083799,15,1.0,0.6,0,0,,0,15,0.0
LAST,4653869,596,417,179,16,0.0894,0.9106,12,0.067039,12,1.0,0.375,0,0,,0,12,0.0
LAST,4653870,596,417,179,25,0.1397,0.8603,13,0.072626,13,1.0,0.72,0,0,,0,13,0.0
LAST,4653871,596,417,179,24,0.1341,0.8659,13,0.072626,13,1.0,0.7083,0,0,,0,13,0.0
LAST,4653873,596,417,179,24,0.1341,0.8659,14,0.078212,14,1.0,0.6667,0,0,,0,14,0.0
LAST,4653874,596,417,179,25,0.1397,0.8603,10,0.055866,10,2.5,0.84,0,0,,0,10,0.0
LAST,4653876,596,417,179,23,0.1285,0.8715,12,0.067039,12,1.0,0.6957,0,0,,0,12,0.0
LAST,4653879,635,444,191,18,0.0942,0.9058,8,0.041885,8,1.5,0.7778,1,0,0.0,0,8,0.0
LAST,4653880,635,444,191,23,0.1204,0.8796,10,0.052356,10,1.0,0.7391,1,0,0.0,0,10,0.0
LAST,4653881,635,444,191,19,0.0995,0.9005,10,0.052356,10,1.5,0.7368,0,0,,0,10,0.0
LAST,4653882,635,444,191,16,0.0838,0.9162,10,0.052356,10,1.0,0.5625,1,0,0.0,0,10,0.0
LAST,4653883,635,444,191,14,0.0733,0.9267,8,0.041885,8,1.0,0.6429,1,1,1.0,1,7,0.125
LAST,4653885,635,444,191,23,0.1204,0.8796,11,0.057592,11,1.0,0.7391,0,0,,0,11,0.0
LAST,4653887,635,444,191,16,0.0838,0.9162,9,0.04712,9,1.0,0.6875,0,0,,0,9,0.0
LAST,4653888,635,444,191,18,0.0942,0.9058,14,0.073298,14,1.0,0.2778,0,0,,0,14,0.0
